Año,Mes,Aeropuerto,Infraestructura,IT,IR,NPI,NPN,TUUAN_VER,TUUAN,TUUAI_VER,TUUAI,IRAD_VER,IRAD,AADM_VER,AADM,ADEP_VER,ADEP,ALC_VER,ALC,AOOA_VER,AOOA,ADAH_VER,ADAH,AEHE_VER,AEHE,IREA_VER,IREA,IRIF_VER,IRIF,IRR_VER,IRR,Entidad_Infraestructura
2022,Mayo,Tumbes,ADP,331883.5,0,38,30186,Si,64736,Si,277.59,Si,13068.65,No,0,No,0,Si,4826.74,Si,214.17,Si,927.89,Si,104.09,Si,75.28,No,0,Si,232226.63,Aeropuertos del Perú S.A.
2022,Mayo,Yurimaguas,COR,0,0,0,2437,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Noviembre,Arequipa,AAP,965082.79,0,1250,166708,Si,447011.57,Si,10090.33,Si,160845.47999999998,No,0,No,0,Si,27681.85,Si,1823.04,No,0,Si,20031.04,Si,695.98,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Noviembre,Atalaya,COR,0,0,0,1156,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Ayacucho,AAP,0,0,0,29901,Si,64325,No,0,Si,16205.98,Si,2460.3100000000004,No,0,Si,1431.42,Si,641.8199999999999,No,0,Si,3005.44,Si,460.86,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Noviembre,Cajamarca,ADP,0,0,0,42327,Si,94928,No,0,Si,17929.03,No,0,No,0,Si,2801.38,Si,462,Si,1374.14,Si,2342.09,Si,279.32,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Chachapoyas,ADP,0,0,0,1232,Si,2499,No,0,Si,620.88,No,0,No,0,Si,28.59,Si,180.9,No,0,No,0,Si,0.53,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Chiclayo,ADP,199859.29,0,1792,52855,Si,116061.28,Si,11352.4,Si,25551.51,No,0,No,0,Si,8956.55,Si,663.09,Si,1299.03,No,0,Si,387.71,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Cusco,COR,0,0,2509,245119,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Huánuco,COR,0,0,0,14321,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Huaraz-Anta,ADP,0,0,0,35,Si,76.5,No,0,Si,37.8,No,0,No,0,No,0,No,0,No,0,Si,113.02,Si,2.82,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Ilo,COR,0,0,0,2431,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Iquitos,ADP,399232.67,0,197,76494,Si,210999.64,Si,29.22,Si,75349.78,No,0,No,0,Si,13402.77,Si,1755.6,Si,22320.37,No,0,Si,2300.4500000000003,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Jaén,COR,0,0,0,16950,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Jauja,COR,0,0,0,16246,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Juliaca,AAP,0,0,0,51341,Si,116698.44,No,0,Si,23651.04,No,0,No,0,Si,4610.09,Si,495,No,0,Si,1092.62,Si,906.57,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Noviembre,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Noviembre,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Lima,LAP,26602525.59,20400035.26,589877,1055358,Si,4921541.21,Si,7715672.67,Si,2625059.82,No,0,No,0,No,0,No,0,No,0,No,0,Si,234282.44,No,0,No,0,Lima Airport Partners S.R.L.
2022,Noviembre,Mazamari,COR,0,0,0,579,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Nazca,COR,0,0,0,9271,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,No precisa,COR,0,0,0,0,Si,755063.47,Si,19699.47,Si,268273.32,No,0,No,0,Si,5559.2,Si,1282.44,Si,8762.57,Si,277769.8,Si,350.58,No,0,No,0,CORPAC S.A.
2022,Noviembre,Pisco,ADP,22937.5,0,294,2152,Si,3407.24,Si,351.25,Si,2916.22,No,0,No,0,Si,201.02,No,0,Si,3130.19,No,0,Si,667.57,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Piura,ADP,386966.44,0,60,92712,Si,200896.99,Si,435.55,Si,84630.29,No,0,No,0,Si,14162.44,Si,805.49,Si,2639.36,Si,28533.73,Si,71.31,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Pucallpa,ADP,0,0,0,52057,Si,114258.16,No,0,Si,28970.6,No,0,No,0,Si,6247.57,Si,828.09,Si,4543.26,No,0,Si,991.34,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Puerto Maldonado,AAP,0,0,0,27249,Si,60909.48,No,0,Si,11447.47,No,0,No,0,Si,2216.18,Si,375,No,0,Si,22337.960000000003,Si,128.02,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Noviembre,Rioja,COR,0,0,0,64,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Noviembre,Tacna,AAP,0,0,0,37153,Si,80262.58,No,0,Si,16278.22,No,0,No,0,Si,1710.57,No,0,No,0,Si,2028.29,Si,262.33,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Noviembre,Talara,ADP,0,0,0,29159,Si,62645,No,0,Si,11646.42,No,0,No,0,Si,3804.35,Si,139.39,Si,1237.3,Si,22394.85,Si,94.18,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Tarapoto,ADP,0,0,0,75704,Si,169006.68,No,0,Si,75149.48,No,0,No,0,Si,11147.02,Si,1500.1699999999998,Si,3090.8100000000004,Si,25294.629999999997,Si,114.52,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Trujillo,ADP,289280.21,0,3795,67718,Si,151706.2,Si,28270.35,Si,37970.27,No,0,No,0,Si,13656.01,Si,919.07,Si,5245.360000000001,No,0,Si,998.59,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Tumbes,ADP,119745.5,0,8,33053,Si,71259.75,Si,58.44,Si,15052.11,No,0,No,0,Si,6534.28,Si,214.17,Si,943.52,Si,3122.79,Si,127.47,No,0,No,0,Aeropuertos del Perú S.A.
2022,Noviembre,Yurimaguas,COR,0,0,0,1891,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,-,COR,0,0,0,267,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Octubre,Arequipa,AAP,990868.56,0,1797,175815,Si,465381.31,Si,7517.18,Si,165661.43,No,0,No,0,Si,29976.44,Si,1823.04,No,0,Si,15633.98,Si,955.23,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Octubre,Atalaya,COR,0,0,0,1354,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Ayacucho,AAP,0,0,0,32404,Si,67836.23999999999,No,0,Si,13573.38,Si,2460.3100000000004,No,0,Si,829.66,Si,641.8199999999999,No,0,Si,36376.24,Si,674.1800000000001,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Octubre,Cajamarca,ADP,0,0,0,50109,Si,107690.75,No,0,Si,20687.4,No,0,No,0,Si,2215.02,Si,1029.14,Si,1352.72,Si,256.52,Si,29.34,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Chachapoyas,ADP,0,0,0,1703,Si,3531.75,No,0,Si,236.1,No,0,No,0,No,0,Si,180.9,No,0,Si,475.86,Si,0.08,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Chiclayo,ADP,1950434.79,0,1436,56512,Si,121647.95,Si,10411.05,Si,26361.980000000003,No,0,No,0,Si,7898.04,Si,1764.21,Si,1278.78,No,0,Si,56.37,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Chimbote,COR,0,0,0,8,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Cusco,COR,0,0,2497,295526,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Huánuco,COR,0,0,0,16433,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Huaraz-Anta,ADP,0,0,0,15,Si,0,No,0,Si,29.14,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Ilo,COR,0,0,0,2534,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Iquitos,ADP,450118.8,0,4,89929,Si,248030.04,No,0,Si,80299.18000000001,No,0,No,0,Si,13158.07,Si,3636.62,Si,22555.95,No,0,Si,1188.6699999999998,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Jaén,COR,0,0,0,17342,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Jauja,COR,0,0,0,18285,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Juliaca,AAP,184527.65,0,4,51295,Si,101187.78,Si,58.16,Si,22680.76,No,0,No,0,Si,3672.36,Si,495,No,0,Si,1456.82,Si,317.96999999999997,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Octubre,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Octubre,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,167372.61000000002,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Lima,LAP,28902719.98,21483134.04,620491,1164253,Si,5524325.649999999,Si,8054938.159999999,Si,2670949.27,No,0,No,0,No,0,No,0,No,0,No,0,Si,247922.15,No,0,No,0,Lima Airport Partners S.R.L.
2022,Octubre,Mazamari,COR,0,0,0,531,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Nazca,COR,0,0,0,12559,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,No precisa,COR,0,0,0,0,Si,846003.1799999999,Si,17569.440000000002,Si,268859.52,No,0,No,0,Si,3389,Si,1282.44,Si,8781.93,Si,235903.75,Si,428.53,No,0,No,0,CORPAC S.A.
2022,Octubre,Pisco,ADP,92291.23,0,5,3322,Si,6657.92,Si,28.1,Si,2707.51,No,0,No,0,Si,197.89,No,0,Si,3081.4300000000003,No,0,Si,874.4399999999999,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Piura,ADP,395182.58,0,50,103172,Si,214928.92,Si,309.1,Si,90203.29,No,0,No,0,Si,12201.51,Si,1857.88,Si,2598.25,Si,22802.59,Si,77.38,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Pucallpa,ADP,0,0,0,57505,Si,123396.72,No,0,Si,29822.53,No,0,No,0,Si,4226.54,Si,828.09,Si,4472.5,No,0,Si,968.59,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Puerto Maldonado,AAP,0,0,0,31681,Si,70681.92,No,0,Si,12970.99,No,0,No,0,Si,2163.4300000000003,Si,375,No,0,Si,11897.39,Si,430.2,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Octubre,Rioja,COR,0,0,0,41,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Octubre,Tacna,AAP,0,0,0,38187,Si,82337.19,No,0,Si,16319.52,No,0,No,0,Si,2436.53,No,0,No,0,Si,364.21,Si,139.8,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Octubre,Talara,ADP,0,0,0,29055,Si,61093.75,No,0,Si,10815.55,No,0,No,0,Si,2898.01,Si,139.39,Si,1218.03,Si,17918.86,Si,85.07,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Tarapoto,ADP,369349.27,0,14,90000,Si,197133.04,No,0,Si,83548.35,No,0,No,0,Si,9162.42,Si,1500.1699999999998,Si,3042.67,Si,25815.1,Si,602.43,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Trujillo,ADP,302984.17,0,3709,74975,Si,163504.36,Si,29424.54,Si,40387.41,No,0,No,0,Si,12650.98,Si,1759.06,Si,5163.64,No,0,Si,921.51,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Tumbes,ADP,116167.67,0,24,34784,Si,74545,Si,175.32000000000002,Si,14845.81,No,0,No,0,Si,5396.33,Si,214.17,Si,928.81,Si,416.37,Si,15.81,No,0,No,0,Aeropuertos del Perú S.A.
2022,Octubre,Yurimaguas,COR,0,0,0,2586,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,-,COR,0,0,0,663,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Setiembre,Arequipa,AAP,1076260.92,0,1992,170603,Si,444937.77,Si,13129.13,Si,159435.06,No,0,No,0,Si,37950.63,Si,1266,No,0,Si,11568.88,Si,403.44,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Setiembre,Atalaya,COR,0,0,0,1699,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Ayacucho,AAP,0,0,0,29502,Si,64645.47,No,0,Si,12496.79,Si,2460.3100000000004,No,0,Si,578.2900000000001,Si,641.81,No,0,Si,31919.76,Si,1243.92,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Setiembre,Cajamarca,ADP,0,0,0,44733,Si,99390.5,No,0,Si,19930.52,No,0,No,0,Si,2450.82,Si,222.58,Si,1390.81,No,0,Si,8.84,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Chachapoyas,ADP,0,0,0,1229,Si,2469.25,No,0,Si,407.46,No,0,No,0,No,0,Si,180.9,No,0,No,0,Si,1.27,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Chiclayo,ADP,4519971.52,0,1611,48636,Si,105098.44,Si,12097.05,Si,24209.37,No,0,No,0,Si,9003.66,Si,195.49,Si,1314.79,No,0,Si,50.879999999999995,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Chimbote,COR,0,0,0,48,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Cusco,COR,0,0,2664,289367,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Huánuco,COR,0,0,0,13900,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Huaraz-Anta,ADP,0,0,0,10,Si,0,No,0,Si,2.98,No,0,No,0,No,0,No,0,No,0,No,0,Si,2.1,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Ilo,COR,0,0,0,1217,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Iquitos,ADP,433297.64,0,18,83761,Si,225569.84,Si,131.49,Si,84394.77,No,0,No,0,Si,12660.3,Si,814.3599999999999,Si,22591.36,No,0,Si,1653.29,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Jaén,COR,0,0,0,16731,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Jauja,COR,0,0,0,17389,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Juanjui,COR,0,0,0,4,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Juliaca,AAP,133806.36,0,2,32153,Si,71810.84,No,0,Si,14120.91,No,0,No,0,Si,6127.95,Si,618.39,No,0,No,0,Si,19.45,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Setiembre,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Setiembre,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,167195.5,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Lima,LAP,28259763.55,20117943.63,565173,1056601,Si,5010898.72,Si,7499575.09,Si,2554273.04,No,0,No,0,No,0,No,0,No,0,No,0,Si,246856.07,No,0,No,0,Lima Airport Partners S.R.L.
2022,Setiembre,Mazamari,COR,0,0,0,1145,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Moquegua,COR,0,0,0,35,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Nazca,COR,0,0,0,12122,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,No precisa,COR,0,0,0,0,Si,814724.7699999999,Si,18138.33,Si,268984.85,No,0,No,0,Si,7996.94,Si,1282.44,Si,8781.93,Si,226975.81,Si,562.39,No,0,No,0,CORPAC S.A.
2022,Setiembre,Pisco,ADP,24933.460000000003,0,38,2199,Si,4606.160000000001,Si,295.05,Si,1870.56,No,0,No,0,Si,203.46,No,0,Si,6117.72,No,0,Si,441.74,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Piura,ADP,374777.11,0,52,90427,Si,192738.01,Si,281,Si,85804.64,No,0,No,0,Si,12794.19,Si,166.39,Si,2671.4,Si,21583.2,Si,284.56,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Pucallpa,ADP,0,0,0,51991,Si,116861.08,No,0,Si,28192.62,No,0,No,0,Si,6085.1900000000005,Si,828.09,Si,4598.429999999999,No,0,Si,951.51,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Puerto Maldonado,AAP,0,0,0,30145,Si,67014.06,No,0,Si,12163.65,No,0,No,0,Si,2286.3900000000003,Si,375,No,0,Si,11411.77,Si,14.42,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Setiembre,Rioja,COR,0,0,0,34,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Tacna,AAP,170491.29,0,6,34482,Si,75896.06,Si,43.620000000000005,Si,13392.57,No,0,No,0,Si,1671.14,No,0,No,0,Si,21002.49,Si,63.690000000000005,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2022,Setiembre,Talara,ADP,0,0,0,23453,Si,49023.75,No,0,Si,9481.47,No,0,No,0,Si,3959.47,Si,139.39,Si,1252.34,Si,14818.37,Si,14.49,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Tarapoto,ADP,344408.5,0,28,79684,Si,177534.84,No,0,Si,79453.66,No,0,No,0,Si,11497.98,Si,1500.1699999999998,Si,3128.34,Si,23636.609999999997,Si,783.75,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Tingo María,COR,0,0,0,45,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2022,Setiembre,Trujillo,ADP,276862.91,0,3731,65981,Si,147041,Si,27890.49,Si,37159.719999999994,No,0,No,0,Si,12789.04,Si,562.3599999999999,Si,5309.04,No,0,Si,726.76,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Tumbes,ADP,106532.85,0,11,30563,Si,65785.75,Si,87.66,Si,12956.23,No,0,No,0,Si,6695.08,Si,214.17,Si,954.97,Si,832.74,Si,19.18,No,0,No,0,Aeropuertos del Perú S.A.
2022,Setiembre,Yurimaguas,COR,0,0,0,3071,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
